Q_ID,Year,Subject,Sub_Topic,Question,Opt_A,Opt_B,Opt_C,Opt_D,Correct_Answer,Correct_Option_Text,Explanation,Difficulty,Question_Type,Repeats_In,Zone
BPSC_69_028,2023,Science,,अलग-अलग द्रव्यमान की दो वस्तुएं चंद्रमा की सतह के निकट स्वतंत्र रूप से गिरती हैं,समान परिमाण की शक्तियों का अनुभव करें,अलग-अलग गतियाँ हैं,उनकी जड़ता में परिवर्तन आता है,किसी भी क्षण में समान वेग होता है उत्तर दिखाएँ/छिपाएँ,D,किसी भी क्षण में समान वेग होता है उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_69_029,2023,Science,,प्रतिरक्षा प्रदान करने के लिए वेक्टर टीके कैसे काम करते हैं?,सीधे कोशिकाओं में प्रवेश करके और उन्हें स्पाइक प्रोटीन बनाने में सक्षम बनाता है,किसी कमज़ोर या निष्क्रिय वायरस को शरीर में प्रविष्ट करके,शरीर में रोगज़नक़ों पर सीधे हमला करके उन्हें नष्ट करना,वायरस को किसी भिन्न वायरस के संशोधित संस्करण में रखकर उत्तर दिखाएँ/छिपाएँ,D,वायरस को किसी भिन्न वायरस के संशोधित संस्करण में रखकर उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_69_030,2023,General Studies,,वह प्रक्रिया जो लगातार नई पपड़ी जोड़ती है,कंवेक्शन,सबडक्शन,भूकंप,समुद्र तल का फैलाव उत्तर दिखाएँ/छिपाएँ,D,समुद्र तल का फैलाव उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_69_031,2023,Science,,"वह सिद्धांत जो कहता है कि ""पृथ्वी की पपड़ी के टुकड़े निरंतर, धीमी गति से मेंटल में गति से संचालित होते हैं"" कहा जाता है",प्लेट सीमाओं का सिद्धांत,महाद्वीपीय बहाव का सिद्धांत,पैंजिया का सिद्धांत,प्लेट टेक्टोनिक्स का सिद्धांत उत्तर दिखाएँ/छिपाएँ,D,प्लेट टेक्टोनिक्स का सिद्धांत उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_69_032,2023,Science,,महामारी की शुरुआत से ही व्यापक रूप से चर्चा में रहे शब्द 'एमआरएनए' का विस्तारित रूप क्या है?,निमोनिक राइबोन्यूक्लिक एसिड,मैसेंजर राइबोन्यूक्लिक एसिड,उत्परिवर्ती राइबोन्यूक्लिक एसिड,संशोधित राइबोन्यूक्लिक एसिड उत्तर दिखाएँ/छुपाएँ,B,मैसेंजर राइबोन्यूक्लिक एसिड,,Medium,MCQ,,
BPSC_69_033,2023,General Studies,,AC करंट किसके द्वारा उत्पन्न किया जा सकता है?,ट्रांसफार्मर,चोक कॉइल,डाइनेमो,उपरोक्त में से कोई नहीं उत्तर दिखाएँ/छिपाएँ,C,डाइनेमो,,Medium,MCQ,,
BPSC_69_034,2023,General Studies,,वर्तमान घनत्व है,आयामरहित,एक अदिश राशि,एक वेक्टर मात्रा,उपरोक्त में से कोई नहीं उत्तर दिखाएँ/छिपाएँ,C,एक वेक्टर मात्रा,,Medium,MCQ,,
BPSC_69_035,2023,General Studies,,चिकित्सा रसायन विज्ञान में औषधियों के सर्वाधिक उपयोगी वर्गीकरण का आधार क्या है?,रासायनिक संरचना,औषधीय प्रभाव,आणविक लक्ष्य,उपरोक्त में से कोई नहीं उत्तर दिखाएँ/छिपाएँ,C,आणविक लक्ष्य,,Medium,MCQ,,
BPSC_69_036,2023,Science,,निम्नलिखित में से कौन प्रतिक्रिया दर को धीमा कर देता है?,विषमांगी उत्प्रेरक.,उत्प्रेरक प्रवर्तक,सजातीय उत्प्रेरक,उपरोक्त में से कोई नहीं उत्तर दिखाएँ/छिपाएँ,D,उपरोक्त में से कोई नहीं उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_69_037,2023,General Studies,,इनपुट और आउटपुट नर्वें आपस में मिलती हैं,दिल,जिगर,केंद्रीय तंत्रिका तंत्र,उपरोक्त में से कोई नहीं उत्तर दिखाएँ/छिपाएँ,C,केंद्रीय तंत्रिका तंत्र,,Medium,MCQ,,
BPSC_69_003,2023,General Studies,,नेटवर्क स्लाइसिंग नीचे दिए गए कोड का उपयोग करके सही उत्तर चुनें।,"1, 2 और 3",केवल 1 और 2,केवल 2 और 3,केवल 1 और 3 उत्तर दिखाएँ/छिपाएँ,B,केवल 1 और 2,,Medium,MCQ,,
BPSC_69_004,2023,Science,,"मानव अंतरिक्ष-उड़ान-चंद्रमा से मंगल तक, नीचे दिए गए कोड का उपयोग करके सही उत्तर चुनें।","ए-3, बी-1, सी-2, डी-4","ए-2, बी-1, सी-4, डी-3","ए-3, बी-1, सी-4, डी-2","ए-2, बी-3, सी-4, डी-1 उत्तर दिखाएँ/छिपाएँ",B,"ए-2, बी-1, सी-4, डी-3",,Medium,MCQ,,
BPSC_69_004,2023,General Studies,,अंगोरा बकरी नीचे दिए गए कोड का उपयोग करके सही उत्तर चुनें।,"ए-4, बी-1, सी-3, डी-2","ए-1, बी-3, सी-2, डी-4","ए-4, बी-3, सी-1, डी-2","ए-2, बी-1, सी-4, डी-3 उत्तर दिखाएँ/छिपाएँ",D,"ए-2, बी-1, सी-4, डी-3 उत्तर दिखाएँ/छिपाएँ",,Medium,MCQ,,
BPSC_69_002,2023,General Studies,,"जब मस्तिष्क में सिस्ट विकसित हो जाते हैं, तो इस स्थिति को न्यूरो-सिस्टिसरकोसिस (एनसीसी) कहा जाता है। उपरोक्त में से कौन सा/से कथन सही है/हैं?",1 और 2 दोनों,केवल 1,केवल 2,उपरोक्त में से कोई नहीं उत्तर दिखाएँ/छिपाएँ,A,1 और 2 दोनों,,Medium,MCQ,,
BPSC_69_004,2023,General Studies,,जावा नीचे दिए गए कोड का उपयोग करके सही उत्तर चुनें।,"केवल 1, 2 और 3",केवल 1 और 2,केवल 3 और 4,उपरोक्त सभी उत्तर दिखाएँ/छिपाएँ,D,उपरोक्त सभी उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_69_043,2023,Modern History,,हाल ही में समाचारों में देखी गई चैटजीपीटी में जीपीटी का पूर्ण रूप क्या है?,जनरेटिव पूर्व-प्रशिक्षित ट्रांसफार्मर,ग्लूटामिक पाइरुविक ट्रांस-एमीनेज़,GUID विभाजन तालिका,ग्रूव्ड पेगबोर्ड टेस्ट उत्तर दिखाएँ/छिपाएँ,A,जनरेटिव पूर्व-प्रशिक्षित ट्रांसफार्मर,,Medium,MCQ,,
BPSC_69_007,2023,General Studies,,तीखा नीचे दिए गए कोड का उपयोग करके सही उत्तर चुनें।,3 और 6,"2, 5 और 7","1, 3 और 4",4 और 7 उत्तर दिखाएँ/छिपाएँ,D,4 और 7 उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_69_004,2023,General Studies,,एनोस्मिया: गंध का आंशिक या पूर्ण नुकसान नीचे दिए गए कोड का उपयोग करके सही उत्तर चुनें।,केवल 3 और 4,केवल 1 और 2,केवल 2 और 3,उपरोक्त सभी उत्तर दिखाएँ/छिपाएँ,A,केवल 3 और 4,,Medium,MCQ,,
BPSC_69_046,2023,General Studies,,ब्रह्मांड में पल्सर क्या हैं?,किसी तारे द्वारा उत्सर्जित रेडियो तरंगें,तारों का समूह,घूमते हुए न्यूट्रॉन तारे,किसी तारे का विस्फोट उत्तर दिखाएँ/छिपाएँ,C,घूमते हुए न्यूट्रॉन तारे,,Medium,MCQ,,
BPSC_69_047,2023,General Studies,,"प्रयोगशाला में विकसित हीरे (एलजीडी) के संदर्भ में, हीरे के बीज के रूप में क्या उपयोग किया जाता है?",क्यूबिक ज़िरकोनिया (सीजेड),सफ़ेद नीलमणि,moissanite,ग्रेफाइट उत्तर दिखाएँ/छिपाएँ,D,ग्रेफाइट उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_69_048,2023,General Studies,,बुलेटप्रूफ जैकेट बनाने के लिए उपयोग किया जाने वाला 'फाइबर' क्या है?,केवलर,नायलॉन,टेरिलीन,ट्वीड उत्तर दिखाएँ/छिपाएँ,A,केवलर,,Medium,MCQ,,
BPSC_69_004,2023,General Studies,,महामहिम का विस्फोटक नीचे दिए गए कोड का उपयोग करके सही उत्तर चुनें।,1 और 4,1 और 2,2 और 3,केवल 1 उत्तर दिखाएँ/छिपाएँ,D,केवल 1 उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_69_050,2023,Current Affairs,,अक्टूबर 2022 में लॉन्च किए गए टेस्ला के ह्यूमनॉइड रोबोट का नाम क्या है?,OPTIMUS,सोफिया,एटलस,काली मिर्च पो उत्तर दिखाएँ/छिपाएँ,A,OPTIMUS,,Medium,MCQ,,
BPSC_69_051,2023,General Studies,,'मैनहट्टन प्रोजेक्ट' क्या है?,एक प्रसिद्ध थीम पार्क,एक अनुसंधान और विकास उपक्रम जिसने पहले परमाणु हथियार का उत्पादन किया,दुनिया की सबसे बड़ी कला नीलामियों में से एक,न्यूयॉर्क शहर में एक रियल एस्टेट परियोजना उत्तर दिखाएँ/छिपाएँ,B,एक अनुसंधान और विकास उपक्रम जिसने पहले परमाणु हथियार का उत्पादन किया,,Medium,MCQ,,
BPSC_69_052,2023,General Studies,,"अवतल दर्पण द्वारा बना प्रतिबिम्ब वास्तविक, उल्टा तथा वस्तु के आकार के समान होता है। वस्तु की स्थिति होनी चाहिए",वक्रता केंद्र से परे,फोकस पर,वक्रता के केंद्र पर,फोकस और वक्रता केंद्र के बीच उत्तर दिखाएँ/छिपाएँ,C,वक्रता के केंद्र पर,,Medium,MCQ,,
BPSC_69_053,2023,Science,,फोटोइलेक्ट्रिक सेल एक उपकरण है जो,प्रकाश ऊर्जा को संग्रहित करता है,प्रकाश ऊर्जा को विद्युत ऊर्जा में परिवर्तित करता है,विद्युत ऊर्जा को प्रकाश ऊर्जा में परिवर्तित करता है,उपरोक्त में से कोई नहीं उत्तर दिखाएँ/छिपाएँ,B,प्रकाश ऊर्जा को विद्युत ऊर्जा में परिवर्तित करता है,,Medium,MCQ,,
BPSC_69_054,2023,General Studies,,घोल/विलायक के प्रति इकाई आयतन या प्रति इकाई द्रव्यमान में मौजूद विलेय की मात्रा को रसायन विज्ञान में ________ के रूप में जाना जाता है।,समाधान की सांद्रता,विलेय की संरचना,विलायक की सांद्रता,विलेय की सांद्रता उत्तर दिखाएँ/छिपाएँ,A,समाधान की सांद्रता,,Medium,MCQ,,
BPSC_69_055,2023,Science,,कोविड टीके प्रतिरक्षा प्रतिक्रिया को कैसे उत्तेजित करते हैं?,SARS-CoV-2 वायरस के खिलाफ एंटीबॉडी पेश करके,क्षीण वायरस लाइव SARS-CoV-2 पेश करके,एक वास्तविक SARS-CoV-2 वायरस पेश करके,SARS-CoV-2 वायरस का एक हानिरहित टुकड़ा पेश करके उत्तर दिखाएँ/छिपाएँ,B,क्षीण वायरस लाइव SARS-CoV-2 पेश करके,,Medium,MCQ,,
BPSC_69_056,2023,Ancient History,,निम्नलिखित में से कौन सा जानवर सिंधु घाटी सभ्यता के लोगों को नहीं पता था?,हाथी,साँड़,घोड़ा,उपरोक्त में से कोई नहीं उत्तर दिखाएँ/छिपाएँ,C,घोड़ा,,Medium,MCQ,,
BPSC_69_057,2023,General Studies,,निम्नलिखित में से कौन सा यूनेस्को विश्व धरोहर स्थल नहीं है?,इंडिया गेट,कुतुब मीनार,लाल किला,उपरोक्त में से कोई नहीं उत्तर दिखाएँ/छिपाएँ,A,इंडिया गेट,,Medium,MCQ,,
BPSC_69_058,2023,Polity,,राज्य के नीति निदेशक सिद्धांतों की अवधारणा भारतीय संविधान के संविधान से उधार ली गई थी,आयरलैंड,इंगलैंड,स्विट्ज़रलैंड,उपरोक्त में से कोई नहीं उत्तर दिखाएँ/छिपाएँ,A,आयरलैंड,,Medium,MCQ,,
BPSC_69_059,2023,General Studies,,सिक्किम भारत संघ का पूर्ण राज्य बन गया,1976,1974,1975,उपरोक्त में से कोई नहीं उत्तर दिखाएँ/छिपाएँ,C,1975,,Medium,MCQ,,
BPSC_69_060,2023,General Studies,,निम्नलिखित में से कौन सी मुद्रा सबसे महंगी है?,अमेरिकी डॉलर,यूरो,पौंड स्टर्लिंग,उपरोक्त में से कोई नहीं उत्तर दिखाएँ/छिपाएँ,C,पौंड स्टर्लिंग,,Medium,MCQ,,
BPSC_69_061,2023,Environment,,बिहार सरकार ने किस वर्ष तक कार्बन उत्सर्जन को कम करके बिहार राज्य को 'प्रदूषण मुक्त' बनाने की योजना बनाई है?,2047,2022,2024,2030 उत्तर दिखाएँ/छिपाएँ,C,2024,,Medium,MCQ,,
BPSC_69_062,2023,Geography,,"'शिपव्रेक टूरिज्म' के संदर्भ में, भारतीय जल में सुंची रीफ, एमी शॉल्स और ग्रांडे द्वीप पर जहाजों के मलबे का पता लगाया गया है। ये स्थान कहां हैं?",ओडिशा के तट से दूर,गोवा के तट से दूर,लक्षद्वीप के तट से दूर,तमिलनाडु के तट पर उत्तर दिखाएँ/छिपाएँ,B,गोवा के तट से दूर,,Medium,MCQ,,
BPSC_69_063,2023,Economy,,G20 सदस्य 1. वैश्विक सकल घरेलू उत्पाद का लगभग 85% 2. वैश्विक व्यापार का लगभग 50% 3. विश्व जनसंख्या का लगभग दो-तिहाई प्रतिनिधित्व करते हैं उपरोक्त में से कौन सा/से आँकड़े सही हैं/हैं?,केवल 1 और 2,केवल 1,केवल 1 और 3,"1, 2 और 3 उत्तर दिखाएँ/छिपाएँ",C,केवल 1 और 3,,Medium,MCQ,,
BPSC_69_065,2023,Economy,,ग्लोबल जेंडर गैप रिपोर्ट किसके द्वारा जारी की गई है?,यूएनडीपी,विश्व बैंक,संयुक्त राष्ट्र महिला,विश्व आर्थिक मंच उत्तर दिखाएँ/छिपाएँ,D,विश्व आर्थिक मंच उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_69_066,2023,General Studies,,यूनाइटेड किंगडम की महारानी एलिजाबेथ द्वितीय के संबंध में निम्नलिखित में से कौन सा कथन सही है?,उन्होंने 66 वर्ष तक शासन किया और 90 वर्ष की आयु में उनकी मृत्यु हो गई।,उन्होंने 70 वर्षों तक शासन किया और 96 वर्ष की आयु में उनकी मृत्यु हो गई।,उन्होंने 68 वर्ष तक शासन किया और 94 वर्ष की आयु में उनकी मृत्यु हो गई।,उन्होंने 72 वर्ष तक शासन किया और 92 वर्ष की आयु में उनकी मृत्यु हो गई। उत्तर दिखाएँ/छिपाएँ,B,उन्होंने 70 वर्षों तक शासन किया और 96 वर्ष की आयु में उनकी मृत्यु हो गई।,,Medium,MCQ,,
BPSC_69_067,2023,General Studies,,गुजरात में आयोजित डेफएक्सपो-2022 का विषय क्या था?,आत्मनिर्भरता,भारत: उभरता हुआ रक्षा विनिर्माण केंद्र,गौरव का मार्ग,रक्षा के लिए तालमेल उत्तर दिखाएँ/छिपाएँ,C,गौरव का मार्ग,,Medium,MCQ,,
BPSC_69_068,2023,General Studies,,थाडिंग्युट महोत्सव का तीन दिवसीय उत्सव किस देश में मनाया जाता है?,म्यांमार,चिली,नेपाल,जर्मनी उत्तर दिखाओ/छिपाओ,A,म्यांमार,,Medium,MCQ,,
BPSC_69_004,2023,General Studies,,यह अमेरिकी लोकतंत्र का प्रतीक है. उपरोक्त में से कौन सा कथन सही है?,"2, 3 और 4","1, 3 और 4",केवल 2 और 3,केवल 3 और 4 उत्तर दिखाएँ/छिपाएँ,A,"2, 3 और 4",,Medium,MCQ,,
BPSC_69_004,2023,General Studies,,"नीला, लाल और सफेद नीचे दिए गए कोड का उपयोग करके सही उत्तर चुनें।","ए-3, बी-4, सी-2, डी-1","ए-2, बी-3, सी-4, डी-1","ए-2, बी-4, सी-3, डी-1","a-4, b-2, c-1, d-3 उत्तर दिखाएँ/छिपाएँ",B,"ए-2, बी-3, सी-4, डी-1",,Medium,MCQ,,
BPSC_69_072,2023,General Studies,,गहरे समुद्र में उस पनडुब्बी का क्या नाम है जो टाइटैनिक के मलबे की पानी के भीतर यात्रा के दौरान फट गई थी?,टाइटन,एल्विन,फाल्कन,त्रिशूल उत्तर दिखाओ/छुपाओ,A,टाइटन,,Medium,MCQ,,
BPSC_69_005,2023,General Studies,,केश विन्यास का एक प्रकार नीचे दिए गए कोड का उपयोग करके सही उत्तर चुनें,"ए-1, बी-2, सी-3, डी-4, ई-5","ए-3, बी-2, सी-1, डी-4, ई-5","ए-3, बी-4, सी-2, डी-5, ई-1","a-5, b-3, c-2, d-4, e-1 उत्तर दिखाएँ/छिपाएँ",C,"ए-3, बी-4, सी-2, डी-5, ई-1",,Medium,MCQ,,
BPSC_69_074,2023,Polity,,हाल ही में पूर्व राष्ट्रपति ने संयुक्त राज्य अमेरिका का अपना साक्षात्कार कहाँ दिया?,एम्स्टर्डम,रोम,साराजेवो,एथेंस उत्तर दिखाएँ/छिपाएँ,D,एथेंस उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_69_004,2023,General Studies,,ऑस्ट्रेलियन ओपन (महिला) : डैफने अखुर्स्ट मेमोरियल कप नीचे दिए गए कोड का उपयोग करके सही उत्तर चुनें।,2 और 4,1 और 2,2 और 3,3 और 4 उत्तर दिखाएँ/छिपाएँ,A,2 और 4,,Medium,MCQ,,
BPSC_69_076,2023,General Studies,,गृह मंत्रालय ने नवंबर 2022 में देश की कितनी भाषाओं की फील्ड वीडियोग्राफी के साथ भारतीय मातृभाषा सर्वेक्षण (MTSI) पूरा कर लिया है?,984,40,233,576 उत्तर दिखाएँ/छिपाएँ,D,576 उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_69_077,2023,Current Affairs,,किस राज्य सरकार ने भारत में गिद्धों की सुरक्षा के लिए राष्ट्रीय कार्रवाई द्वारा प्रस्तावित गिद्ध संरक्षण के लिए राज्य स्तरीय समिति (एसएलसीवीसी) शुरू की?,मेघालय,तमिलनाडु,सिक्किम,असम उत्तर दिखाओ/छिपाओ,B,तमिलनाडु,,Medium,MCQ,,
BPSC_69_078,2023,Geography,,"मुख्य भूमि एशिया में सबसे बड़ी कछुआ प्रजातियों में से एक, दस बंदी-प्रजनित एशियाई विशालकाय कछुए (मनौरिया एमीज़) को हाल ही में भारत के किस राष्ट्रीय उद्यान में छोड़ा गया था?",कंचनजंगा राष्ट्रीय उद्यान,नतांगकी राष्ट्रीय उद्यान,पेरियार राष्ट्रीय उद्यान,पेंच राष्ट्रीय उद्यान उत्तर दिखाएँ/छिपाएँ,B,नतांगकी राष्ट्रीय उद्यान,,Medium,MCQ,,
BPSC_69_079,2023,Current Affairs,,हाल ही में किस देश ने अरुणाचल प्रदेश को भारत का अभिन्न अंग घोषित किया है?,रूस,यूएसए,ऑस्ट्रेलिया,जर्मनी उत्तर दिखाओ/छिपाओ,B,यूएसए,,Medium,MCQ,,
BPSC_69_080,2023,General Studies,,भारत के रुद्राक्ष बालासाहेब पाटिल ने काहिरा में ISSF विश्व चैम्पियनशिप में पुरुषों की 10 मीटर एयर राइफल में कौन सा पदक जीता?,पीतल,सोना,चाँदी,उपरोक्त में से कोई नहीं उत्तर दिखाएँ/छिपाएँ,B,सोना,,Medium,MCQ,,
BPSC_69_081,2023,General Studies,,"राष्ट्रीय शिक्षा नीति, 2020 व्यावसायिक शिक्षा को किस कक्षा से मुख्यधारा की शिक्षा में एकीकृत करने पर जोर देती है?",ग्रेड 12,वर्ग 6,ग्रेड 8,ग्रेड 10 उत्तर दिखाएँ/छिपाएँ,B,वर्ग 6,,Medium,MCQ,,
BPSC_69_082,2023,General Studies,,भारत ने किस देश के साथ आर्थिक सहयोग और व्यापार समझौते (ईसीटीए) पर हस्ताक्षर किए?,यूके,संयुक्त अरब अमीरात,ऑस्ट्रेलिया,यूएसए उत्तर दिखाएँ/छिपाएँ,B,संयुक्त अरब अमीरात,,Medium,MCQ,,
BPSC_69_083,2023,Geography,,"निम्नलिखित में से किस देश द्वारा हाल ही में सरल भाषा अधिनियम पारित किया गया था, जिसमें अधिकारियों को आधिकारिक दस्तावेजों और वेबसाइटों में सरल और आसानी से समझ में आने वाली अंग्रेजी भाषा का उपयोग करने की आवश्यकता होती है?",जर्मनी,ऑस्ट्रेलिया,आयरलैंड,न्यूज़ीलैंड उत्तर दिखाएँ/छिपाएँ,C,आयरलैंड,,Medium,MCQ,,
BPSC_69_084,2023,Current Affairs,,"टिलयार्डेम्बी दुनिया के पहले पादप परागणकों के जीवाश्म, जिन्हें टिलयार्डेम्बीड्स कहा जाता है, हाल ही में किस देश में खोजे गए थे?",चीन,ग्रीस,भारत,रूस उत्तर दिखाओ/छिपाओ,D,रूस उत्तर दिखाओ/छिपाओ,,Medium,MCQ,,
BPSC_69_085,2023,Geography,,"'लिस्बन घोषणा', जिसने सुर्खियां बटोरीं, किस इकाई के संरक्षण से संबंधित है?",मीठे पानी के ग्लेशियर,वायु,पहाड़,महासागर उत्तर दिखाएँ/छिपाएँ,D,महासागर उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_69_086,2023,Ancient History,,प्रारंभिक वैदिक काल के दौरान कौन सा शहर प्राचीन साम्राज्य मगध की राजधानी के रूप में कार्य करता था?,पाटलिपुत्र,राजगृह,सीएएमपीए,वैशाली उत्तर दिखाओ/छिपाओ,B,राजगृह,,Medium,MCQ,,
BPSC_69_003,2023,General Studies,,इस अधिनियम को लॉर्ड रिपन ने निरस्त कर दिया था। नीचे दिए गए कोड का उपयोग करके सही उत्तर चुनें।,"1, 2 और 3",केवल 1 और 2,केवल 2 और 3,केवल 1 उत्तर दिखाएँ/छिपाएँ,A,"1, 2 और 3",,Medium,MCQ,,
BPSC_69_004,2023,General Studies,,इसने प्रांतों की वास्तविक जरूरतों पर ध्यान केंद्रित किया। नीचे दिए गए कोड का उपयोग करके सही उत्तर चुनें।,"1, 2, 3 और 4",केवल 1 और 2,"केवल 1, 3 और 4","केवल 2, 3 और 4 उत्तर दिखाएँ/छिपाएँ",A,"1, 2, 3 और 4",,Medium,MCQ,,
BPSC_69_089,2023,Economy,,"नीतिसार, एक प्रारंभिक पुस्तक राजनीति, द्वारा लिखी गई थी",चरक,कौटिल्य,कामन्दक,उनमें से कोई भी उत्तर न दिखाएँ/छिपाएँ,C,कामन्दक,,Medium,MCQ,,
BPSC_69_090,2023,General Studies,,फ़ुतुहात-ए-आलमगिरी किसके द्वारा लिखी गई थी?,हरिदास,ईश्वरदास नगर,भीमसेन,उनमें से कोई भी उत्तर न दिखाएँ/छिपाएँ,B,ईश्वरदास नगर,,Medium,MCQ,,
BPSC_69_091,2023,Ancient History,,"चीनी स्रोत के अनुसार, श्रीलंका के शासक मेघवर्मन ने गया में बौद्ध मंदिर बनाने की अनुमति के लिए निम्नलिखित में से किस गुप्त राजा के पास एक मिशनरी भेजा था?",चंद्रगुप्त द्वितीय,चन्द्रगुप्त प्रथम,समुद्रगुप्त,उनमें से कोई भी उत्तर न दिखाएँ/छिपाएँ,C,समुद्रगुप्त,,Medium,MCQ,,
BPSC_69_092,2023,Modern History,,ब्रिटिश शासित भारत के तहत बिहार को पहली बार बंगाल प्रेसीडेंसी से कब अलग किया गया था?,1947,1912,1936,इनमे से कोई भी नहीं। उत्तर दिखाएँ/छिपाएँ,B,1912,,Medium,MCQ,,
BPSC_69_093,2023,Ancient History,,"भारतीय कला में 'स्तूप', 'चैत्य' और 'विहार' का निर्माण किससे संबंधित है?",शैव सम्प्रदाय,आजीवक सम्प्रदाय,वैष्णव सम्प्रदाय,बौद्ध धर्म उत्तर दिखाएँ/छिपाएँ,D,बौद्ध धर्म उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_69_094,2023,Science,,"भारतीय हस्तशिल्प के संदर्भ में, बिहार में 'सुजिनी' क्या है?",एक प्रकार का मिट्टी का बर्तन,एक प्रकार का कांच का बर्तन,एक धातु शिल्प,एक प्रकार की कढ़ाई।00 उत्तर दिखाएँ/छिपाएँ,D,एक प्रकार की कढ़ाई।00 उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_69_004,2023,General Studies,,"यहाँ खगोल विज्ञान, तर्कशास्त्र, कानून, व्याकरण और दर्शन जैसे अन्य विषय भी पढ़ाये जाते थे। उपरोक्त में से कौन सा कथन गलत है?",1 और 2,2 और 3,1 और 4,उपरोक्त में से कोई नहीं उत्तर दिखाएँ/छिपाएँ,A,1 और 2,,Medium,MCQ,,
BPSC_69_096,2023,General Studies,,निम्नलिखित कथनों पर विचार करें: भारत में बाबर के आगमन के कारण 1. उपमहाद्वीप में बारूद का परिचय हुआ 2. क्षेत्र की वास्तुकला में मेहराब और गुंबद का परिचय 3. क्षेत्र में तैमूर राजवंश की स्थापना 4. युद्ध में तोपों का परिचय उपरोक्त में से कौन से कथन सही हैं?,3 और 4,केवल 1 और 2,"1, 2 और 3",उपरोक्त में से कोई नहीं उत्तर दिखाएँ/छिपाएँ,A,3 और 4,,Medium,MCQ,,
BPSC_69_097,2023,Modern History,,निम्नलिखित में से किस बंदरगाह को मुगल काल के दौरान बाबुल मक्का (मक्का का द्वार) कहा जाता था?,सीख,कालीकट,सूरत,कैम्बे उत्तर दिखाओ/छिपाओ,C,सूरत,,Medium,MCQ,,
BPSC_69_099,2023,Geography,,'बोधिसत्व पद्मपाणि' की पेंटिंग स्थित है,बादामी,बाग,एलोरा,अजंता उत्तर दिखाओ/छिपाओ,D,अजंता उत्तर दिखाओ/छिपाओ,,Medium,MCQ,,
BPSC_69_002,2023,Ancient History,,ह्वेन त्सांग एक चीनी बौद्ध भिक्षु थे जिन्होंने चंद्रगुप्त द्वितीय के शासनकाल के दौरान भारत का दौरा किया था। उपरोक्त में से कौन सा/से कथन सही है/हैं?,1 और 2 दोनों,केवल 1,केवल 2,उपरोक्त में से कोई नहीं उत्तर दिखाएँ/छिपाएँ,D,उपरोक्त में से कोई नहीं उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_69_004,2023,General Studies,,ज्योतिष घ. विशाखदत्त नीचे दिए गए कोड का उपयोग करके सही उत्तर चुनें।,"ए-1, बी-4, सी-3, डी-2","ए-2, बी-1, सी-4, डी-3","ए-1, बी-2, सी-3, डी-4","ए-3, बी-3, सी-4, डी-1 उत्तर दिखाएँ/छिपाएँ",B,"ए-2, बी-1, सी-4, डी-3",,Medium,MCQ,,
BPSC_69_102,2023,Modern History,,निम्नलिखित में से किसने भारत में फ़ारसी त्योहार नौरोज़ की शुरुआत की?,इल्तुतमिश,फ़िरोज़ शाह तुगलक,अलाउद्दीन खिलजी,बलबन उत्तर दिखाओ/छिपाओ,D,बलबन उत्तर दिखाओ/छिपाओ,,Medium,MCQ,,
BPSC_69_103,2023,General Studies,,"नाथपंथियों, सिद्धों और योगियों ने भक्ति धर्म को लोकप्रिय बनाया",पश्चिमी भारत,उत्तरी भारत,दक्षिणी भारत,पूर्वी भारत उत्तर दिखाएँ/छिपाएँ,B,उत्तरी भारत,,Medium,MCQ,,
BPSC_69_002,2023,General Studies,,इसमें महिला शिक्षा और व्यावसायिक प्रशिक्षण पर जोर दिया गया। उपरोक्त में से कौन सा/से कथन सही है/हैं?,न 1 न 2,केवल 1,केवल 2,1 और 2 दोनों उत्तर दिखाएँ/छिपाएँ,D,1 और 2 दोनों उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_69_105,2023,General Studies,,मैथिली भाषा का विकास निम्नलिखित में से किसके शासनकाल में शुरू हुआ था?,पिथिपतिस,चेरो राजवंश,ओइनिवार राजवंश,कर्नाट राजवंश उत्तर दिखाएँ/छिपाएँ,D,कर्नाट राजवंश उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
